monotona,2500,50,5,188.678111,60018,2601,undefined
monotona,2500,50,6,192.746456,62569,2597,undefined
monotona,2500,50,7,182.599056,59454,2585,undefined
monotona,2500,50,8,186.83486499999998,58674,2546,undefined
monotona,2500,50,9,198.84107799999998,64557,2622,undefined
monotona,2500,50,10,184.971227,59743,2530,undefined
tabu,32,10,1,15.253687,1184,170,0.04
tabu,32,10,2,3.865901,1209,163,0.01
tabu,32,10,3,3.880728,1150,210,0.01
tabu,32,10,4,3.527294,1214,173,0.03
tabu,32,10,5,3.4730149999999997,1209,175,0.04
tabu,32,10,6,3.211616,1169,176,0.05
tabu,32,10,7,3.251617,1158,198,0.09
tabu,32,10,8,3.257967,1168,184,0.08
tabu,32,10,9,3.578832,1170,174,0.01
tabu,32,10,10,4.404042,1182,194,0.02
tabu,100,10,1,8.959807999999999,1796,528,0.01
tabu,100,10,2,7.803116999999999,1690,528,0.05
tabu,100,10,3,9.225952,1665,492,0.07
tabu,100,10,4,10.196239,1951,505,0.05
tabu,100,10,5,8.837408,1826,536,0.01
tabu,100,10,6,9.031566999999999,1600,525,0.02
tabu,100,10,7,9.07114,1826,541,0.08
tabu,100,10,8,11.133026,2016,492,0.09
tabu,100,10,9,9.693689,1733,516,0.07
tabu,100,10,10,7.777565,1686,544,0.02
tabu,90,20,1,11.032681,2132,239,0.05
tabu,90,20,2,11.555627999999999,2050,248,0.09
tabu,90,20,3,10.535453,1997,253,0.07
tabu,90,20,4,10.990174,2131,256,0.02
tabu,90,20,5,10.724261,1890,217,0.06
tabu,90,20,6,11.298905999999999,2172,216,0.07
tabu,90,20,7,12.113567,2059,228,0.07
tabu,90,20,8,10.631331999999999,1953,260,0.06
tabu,90,20,9,10.204158999999999,1977,253,0.08
tabu,90,20,10,10.599731,1877,251,0.01
tabu,400,20,1,96.852029,7242,980,0.02
tabu,400,20,2,88.13413899999999,6530,1033,0.03
tabu,400,20,3,92.630966,6944,1031,0.04
tabu,400,20,4,95.13534299999999,6931,1008,0.09
tabu,400,20,5,96.051154,7141,1009,0.01
tabu,400,20,6,97.297468,7288,1048,0.08
tabu,400,20,7,100.001279,7342,1069,0.09
tabu,400,20,8,96.91115599999999,7122,1000,0.03
tabu,400,20,9,99.900263,7284,1010,0.07
tabu,400,20,10,103.737791,7774,970,0.03
tabu,354,50,1,107.939466,9172,363,0.02
tabu,354,50,2,104.714052,8738,354,0.02
tabu,354,50,3,112.544195,9564,367,0.09
tabu,354,50,4,121.589659,10340,380,0.08
tabu,354,50,5,109.66215199999999,9029,379,0.01
tabu,354,50,6,121.92259899999999,10351,357,0.02
tabu,354,50,7,104.43673899999999,8564,336,0.07
tabu,354,50,8,110.745514,8789,372,0.07
tabu,354,50,9,108.246262,8789,392,0.01
tabu,354,50,10,111.834924,9112,384,0.06
tabu,2500,50,1,5937.428287,74307,2606,0.01
tabu,2500,50,2,5956.52905,77926,2560,0.09
tabu,2500,50,3,5708.985137,72983,2558,0.06
tabu,2500,50,4,5980.294911,71663,2603,0.02
tabu,2500,50,5,6307.571801,75668,2523,0.04
tabu,2500,50,6,5974.267001,74174,2568,0.03
tabu,2500,50,7,5835.039964,75430,2570,0.02
tabu,2500,50,8,5720.158407,71632,2607,0.08
tabu,2500,50,9,6458.080265,73883,2539,0.03
tabu,2500,50,10,6267.268493,74785,2566,0.04
